1 	270.000000 0.975593 288.000000 
1 0.100000 465.000000 0.007387 0.000014 	 -0.000916 -0.065496 0.008303 11.630787 
1 0.100000 465.100000 0.007344 0.000014 	 -0.000968 -0.069236 0.008312 11.629185 
1 0.100000 465.200000 0.007406 0.000014 	 -0.000915 -0.065500 0.008321 11.627585 
1 0.100000 465.300000 0.007363 0.000014 	 -0.000967 -0.069233 0.008330 11.625990 
1 0.100000 465.400000 0.007425 0.000015 	 -0.000914 -0.065503 0.008339 11.624397 
1 0.100000 465.500000 0.007382 0.000014 	 -0.000966 -0.069229 0.008348 11.622808 
1 0.100000 465.600000 0.007444 0.000015 	 -0.000914 -0.065507 0.008357 11.621223 
1 0.100000 465.700000 0.007401 0.000015 	 -0.000965 -0.069225 0.008367 11.619641 
1 0.100000 465.800000 0.007463 0.000015 	 -0.000913 -0.065510 0.008376 11.618062 
1 0.100000 465.900000 0.007420 0.000015 	 -0.000964 -0.069222 0.008385 11.616486 
1 0.100000 466.000000 0.007482 0.000015 	 -0.000912 -0.065514 0.008394 11.614914 
1 0.100000 466.100000 0.007440 0.000015 	 -0.000964 -0.069218 0.008403 11.613346 
1 0.100000 466.200000 0.007501 0.000015 	 -0.000912 -0.065517 0.008413 11.611780 
1 0.100000 466.300000 0.007459 0.000015 	 -0.000963 -0.069215 0.008422 11.610218 
1 0.100000 466.400000 0.007520 0.000015 	 -0.000911 -0.065521 0.008431 11.608660 
1 0.100000 466.500000 0.007479 0.000015 	 -0.000962 -0.069211 0.008441 11.607104 
1 0.100000 466.600000 0.007540 0.000015 	 -0.000911 -0.065524 0.008450 11.605552 
1 0.100000 466.700000 0.007498 0.000015 	 -0.000961 -0.069208 0.008460 11.604004 
1 0.100000 466.800000 0.007559 0.000015 	 -0.000910 -0.065528 0.008469 11.602458 
1 0.100000 466.900000 0.007518 0.000015 	 -0.000961 -0.069204 0.008478 11.600916 
1 0.100000 467.000000 0.007579 0.000015 	 -0.000909 -0.065531 0.008488 11.599378 
1 0.100000 467.100000 0.007538 0.000015 	 -0.000960 -0.069201 0.008497 11.597842 
1 0.100000 467.200000 0.007598 0.000015 	 -0.000909 -0.065535 0.008507 11.596310 
1 0.100000 467.300000 0.007557 0.000015 	 -0.000959 -0.069197 0.008517 11.594781 
1 0.100000 467.400000 0.007618 0.000015 	 -0.000908 -0.065538 0.008526 11.593256 
1 0.100000 467.500000 0.007577 0.000015 	 -0.000958 -0.069194 0.008536 11.591733 
1 0.100000 467.600000 0.007638 0.000015 	 -0.000908 -0.065542 0.008545 11.590214 
1 0.100000 467.700000 0.007597 0.000015 	 -0.000958 -0.069191 0.008555 11.588699 
1 0.100000 467.800000 0.007658 0.000015 	 -0.000907 -0.065545 0.008565 11.587186 
1 0.100000 467.900000 0.007617 0.000015 	 -0.000957 -0.069187 0.008574 11.585677 
1 0.100000 468.000000 0.007678 0.000015 	 -0.000906 -0.065549 0.008584 11.584171 
1 0.100000 468.100000 0.007638 0.000015 	 -0.000956 -0.069184 0.008594 11.582668 
1 0.100000 468.200000 0.007698 0.000015 	 -0.000906 -0.065552 0.008604 11.581169 
1 0.100000 468.300000 0.007658 0.000015 	 -0.000956 -0.069180 0.008614 11.579672 
1 0.100000 468.400000 0.007718 0.000016 	 -0.000905 -0.065556 0.008623 11.578179 
1 0.100000 468.500000 0.007678 0.000015 	 -0.000955 -0.069177 0.008633 11.576689 
1 0.100000 468.600000 0.007739 0.000016 	 -0.000905 -0.065559 0.008643 11.575203 
1 0.100000 468.700000 0.007699 0.000016 	 -0.000954 -0.069173 0.008653 11.573719 
1 0.100000 468.800000 0.007759 0.000016 	 -0.000904 -0.065562 0.008663 11.572239 
1 0.100000 468.900000 0.007719 0.000016 	 -0.000954 -0.069170 0.008673 11.570762 
1 0.100000 469.000000 0.007779 0.000016 	 -0.000904 -0.065566 0.008683 11.569288 
1 0.100000 469.100000 0.007740 0.000016 	 -0.000953 -0.069166 0.008693 11.567817 
1 0.100000 469.200000 0.007800 0.000016 	 -0.000903 -0.065569 0.008703 11.566350 
1 0.100000 469.300000 0.007761 0.000016 	 -0.000952 -0.069163 0.008713 11.564885 
1 0.100000 469.400000 0.007821 0.000016 	 -0.000902 -0.065573 0.008723 11.563424 
1 0.100000 469.500000 0.007782 0.000016 	 -0.000952 -0.069159 0.008733 11.561966 
1 0.100000 469.600000 0.007842 0.000016 	 -0.000902 -0.065576 0.008743 11.560511 
1 0.100000 469.700000 0.007803 0.000016 	 -0.000951 -0.069156 0.008754 11.559059 
1 0.100000 469.800000 0.007862 0.000016 	 -0.000901 -0.065580 0.008764 11.557611 
1 0.100000 469.900000 0.007824 0.000016 	 -0.000950 -0.069152 0.008774 11.556165 
1 0.100000 470.000000 0.007883 0.000016 	 -0.000901 -0.065583 0.008784 11.554723 
1 0.100000 470.100000 0.007845 0.000016 	 -0.000950 -0.069149 0.008795 11.553284 
1 0.100000 470.200000 0.007905 0.000016 	 -0.000900 -0.065587 0.008805 11.551847 
1 0.100000 470.300000 0.007866 0.000016 	 -0.000949 -0.069146 0.008815 11.550414 
1 0.100000 470.400000 0.007926 0.000016 	 -0.000900 -0.065590 0.008826 11.548984 
1 0.100000 470.500000 0.007888 0.000016 	 -0.000948 -0.069142 0.008836 11.547557 
1 0.100000 470.600000 0.007947 0.000016 	 -0.000899 -0.065593 0.008846 11.546134 
1 0.100000 470.700000 0.007909 0.000016 	 -0.000948 -0.069139 0.008857 11.544713 
1 0.100000 470.800000 0.007968 0.000016 	 -0.000899 -0.065597 0.008867 11.543295 
1 0.100000 470.900000 0.007931 0.000016 	 -0.000947 -0.069135 0.008878 11.541881 
1 0.100000 471.000000 0.007990 0.000016 	 -0.000898 -0.065600 0.008888 11.540469 
1 0.100000 471.100000 0.007952 0.000016 	 -0.000946 -0.069132 0.008899 11.539061 
1 0.100000 471.200000 0.008011 0.000017 	 -0.000898 -0.065604 0.008909 11.537655 
1 0.100000 471.300000 0.007974 0.000016 	 -0.000946 -0.069129 0.008920 11.536253 
1 0.100000 471.400000 0.008033 0.000017 	 -0.000897 -0.065607 0.008930 11.534854 
1 0.100000 471.500000 0.007996 0.000017 	 -0.000945 -0.069125 0.008941 11.533458 
1 0.100000 471.600000 0.008055 0.000017 	 -0.000897 -0.065610 0.008952 11.532064 
1 0.100000 471.700000 0.008018 0.000017 	 -0.000945 -0.069122 0.008962 11.530674 
1 0.100000 471.800000 0.008077 0.000017 	 -0.000896 -0.065614 0.008973 11.529287 
1 0.100000 471.900000 0.008040 0.000017 	 -0.000944 -0.069118 0.008984 11.527903 
1 0.100000 472.000000 0.008099 0.000017 	 -0.000896 -0.065617 0.008995 11.526522 
1 0.100000 472.100000 0.008062 0.000017 	 -0.000943 -0.069115 0.009005 11.525143 
1 0.100000 472.200000 0.008121 0.000017 	 -0.000895 -0.065621 0.009016 11.523768 
1 0.100000 472.300000 0.008084 0.000017 	 -0.000943 -0.069111 0.009027 11.522396 
1 0.100000 472.400000 0.008143 0.000017 	 -0.000895 -0.065624 0.009038 11.521027 
1 0.100000 472.500000 0.008107 0.000017 	 -0.000942 -0.069108 0.009049 11.519661 
1 0.100000 472.600000 0.008165 0.000017 	 -0.000895 -0.065628 0.009060 11.518297 
1 0.100000 472.700000 0.008129 0.000017 	 -0.000942 -0.069105 0.009071 11.516937 
1 0.100000 472.800000 0.008188 0.000017 	 -0.000894 -0.065631 0.009082 11.515580 
1 0.100000 472.900000 0.008152 0.000017 	 -0.000941 -0.069101 0.009093 11.514225 
1 0.100000 473.000000 0.008210 0.000017 	 -0.000894 -0.065634 0.009104 11.512874 
1 0.100000 473.100000 0.008174 0.000017 	 -0.000941 -0.069098 0.009115 11.511525 
1 0.100000 473.200000 0.008233 0.000017 	 -0.000893 -0.065638 0.009126 11.510180 
1 0.100000 473.300000 0.008197 0.000017 	 -0.000940 -0.069095 0.009137 11.508837 
1 0.100000 473.400000 0.008255 0.000017 	 -0.000893 -0.065641 0.009148 11.507498 
1 0.100000 473.500000 0.008220 0.000017 	 -0.000939 -0.069091 0.009159 11.506161 
1 0.100000 473.600000 0.008278 0.000017 	 -0.000892 -0.065644 0.009170 11.504827 
1 0.100000 473.700000 0.008243 0.000017 	 -0.000939 -0.069088 0.009181 11.503496 
1 0.100000 473.800000 0.008301 0.000017 	 -0.000892 -0.065648 0.009193 11.502168 
1 0.100000 473.900000 0.008266 0.000017 	 -0.000938 -0.069084 0.009204 11.500843 
1 0.100000 474.000000 0.008324 0.000018 	 -0.000891 -0.065651 0.009215 11.499521 
1 0.100000 474.100000 0.008289 0.000017 	 -0.000938 -0.069081 0.009227 11.498201 
1 0.100000 474.200000 0.008347 0.000018 	 -0.000891 -0.065655 0.009238 11.496885 
1 0.100000 474.300000 0.008312 0.000018 	 -0.000937 -0.069078 0.009249 11.495571 
1 0.100000 474.400000 0.008370 0.000018 	 -0.000891 -0.065658 0.009261 11.494261 
1 0.100000 474.500000 0.008335 0.000018 	 -0.000937 -0.069074 0.009272 11.492953 
1 0.100000 474.600000 0.008393 0.000018 	 -0.000890 -0.065661 0.009283 11.491648 
1 0.100000 474.700000 0.008359 0.000018 	 -0.000936 -0.069071 0.009295 11.490346 
1 0.100000 474.800000 0.008417 0.000018 	 -0.000890 -0.065665 0.009306 11.489047 
1 0.100000 474.900000 0.008382 0.000018 	 -0.000936 -0.069068 0.009318 11.487750 
1 0.100000 475.000000 0.008440 0.000018 	 -0.000889 -0.065668 0.009329 11.486457 
1 0.100000 475.100000 0.008406 0.000018 	 -0.000935 -0.069064 0.009341 11.485166 
1 0.100000 475.200000 0.008464 0.000018 	 -0.000889 -0.065671 0.009353 11.483878 
1 0.100000 475.300000 0.008430 0.000018 	 -0.000935 -0.069061 0.009364 11.482593 
1 0.100000 475.400000 0.008487 0.000018 	 -0.000889 -0.065675 0.009376 11.481311 
1 0.100000 475.500000 0.008453 0.000018 	 -0.000934 -0.069058 0.009388 11.480031 
1 0.100000 475.600000 0.008511 0.000018 	 -0.000888 -0.065678 0.009399 11.478755 
1 0.100000 475.700000 0.008477 0.000018 	 -0.000934 -0.069054 0.009411 11.477481 
1 0.100000 475.800000 0.008535 0.000018 	 -0.000888 -0.065681 0.009423 11.476210 
1 0.100000 475.900000 0.008501 0.000018 	 -0.000933 -0.069051 0.009435 11.474942 
1 0.100000 476.000000 0.008559 0.000018 	 -0.000887 -0.065685 0.009446 11.473676 
1 0.100000 476.100000 0.008526 0.000018 	 -0.000933 -0.069048 0.009458 11.472413 
1 0.100000 476.200000 0.008583 0.000018 	 -0.000887 -0.065688 0.009470 11.471154 
1 0.100000 476.300000 0.008550 0.000018 	 -0.000932 -0.069044 0.009482 11.469896 
1 0.100000 476.400000 0.008607 0.000018 	 -0.000887 -0.065691 0.009494 11.468642 
1 0.100000 476.500000 0.008574 0.000018 	 -0.000932 -0.069041 0.009506 11.467391 
1 0.100000 476.600000 0.008631 0.000019 	 -0.000886 -0.065695 0.009518 11.466142 
1 0.100000 476.700000 0.008599 0.000018 	 -0.000931 -0.069037 0.009530 11.464896 
1 0.100000 476.800000 0.008656 0.000019 	 -0.000886 -0.065698 0.009542 11.463652 
1 0.100000 476.900000 0.008623 0.000019 	 -0.000931 -0.069034 0.009554 11.462412 
1 0.100000 477.000000 0.008680 0.000019 	 -0.000886 -0.065701 0.009566 11.461174 
1 0.100000 477.100000 0.008648 0.000019 	 -0.000930 -0.069031 0.009578 11.459939 
1 0.100000 477.200000 0.008705 0.000019 	 -0.000885 -0.065705 0.009590 11.458706 
1 0.100000 477.300000 0.008672 0.000019 	 -0.000930 -0.069028 0.009602 11.457477 
1 0.100000 477.400000 0.008730 0.000019 	 -0.000885 -0.065708 0.009614 11.456250 
1 0.100000 477.500000 0.008697 0.000019 	 -0.000929 -0.069024 0.009627 11.455026 
1 0.100000 477.600000 0.008754 0.000019 	 -0.000885 -0.065711 0.009639 11.453804 
1 0.100000 477.700000 0.008722 0.000019 	 -0.000929 -0.069021 0.009651 11.452585 
1 0.100000 477.800000 0.008779 0.000019 	 -0.000884 -0.065715 0.009663 11.451369 
1 0.100000 477.900000 0.008747 0.000019 	 -0.000928 -0.069018 0.009676 11.450156 
1 0.100000 478.000000 0.008804 0.000019 	 -0.000884 -0.065718 0.009688 11.448945 
1 0.100000 478.100000 0.008772 0.000019 	 -0.000928 -0.069014 0.009700 11.447737 
1 0.100000 478.200000 0.008829 0.000019 	 -0.000884 -0.065721 0.009713 11.446532 
1 0.100000 478.300000 0.008798 0.000019 	 -0.000928 -0.069011 0.009725 11.445329 
1 0.100000 478.400000 0.008855 0.000019 	 -0.000883 -0.065725 0.009738 11.444129 
1 0.100000 478.500000 0.008823 0.000019 	 -0.000927 -0.069008 0.009750 11.442931 
1 0.100000 478.600000 0.008880 0.000019 	 -0.000883 -0.065728 0.009763 11.441737 
1 0.100000 478.700000 0.008849 0.000019 	 -0.000927 -0.069004 0.009775 11.440545 
1 0.100000 478.800000 0.008905 0.000019 	 -0.000883 -0.065731 0.009788 11.439355 
1 0.100000 478.900000 0.008874 0.000019 	 -0.000926 -0.069001 0.009800 11.438168 
1 0.100000 479.000000 0.008931 0.000020 	 -0.000882 -0.065735 0.009813 11.436984 
1 0.100000 479.100000 0.008900 0.000019 	 -0.000926 -0.068998 0.009826 11.435803 
1 0.100000 479.200000 0.008956 0.000020 	 -0.000882 -0.065738 0.009838 11.434624 
1 0.100000 479.300000 0.008926 0.000020 	 -0.000925 -0.068994 0.009851 11.433448 
1 0.100000 479.400000 0.008982 0.000020 	 -0.000882 -0.065741 0.009864 11.432274 
1 0.100000 479.500000 0.008951 0.000020 	 -0.000925 -0.068991 0.009876 11.431103 
1 0.100000 479.600000 0.009008 0.000020 	 -0.000881 -0.065744 0.009889 11.429934 
1 0.100000 479.700000 0.008977 0.000020 	 -0.000925 -0.068988 0.009902 11.428769 
1 0.100000 479.800000 0.009034 0.000020 	 -0.000881 -0.065748 0.009915 11.427605 
1 0.100000 479.900000 0.009004 0.000020 	 -0.000924 -0.068985 0.009928 11.426445 
1 0.100000 480.000000 0.009060 0.000020 	 -0.000881 -0.065751 0.009941 11.425287 
1 0.100000 480.100000 0.009030 0.000020 	 -0.000924 -0.068981 0.009954 11.424131 
1 0.100000 480.200000 0.009086 0.000020 	 -0.000880 -0.065754 0.009967 11.422978 
1 0.100000 480.300000 0.009056 0.000020 	 -0.000923 -0.068978 0.009979 11.421828 
1 0.100000 480.400000 0.009112 0.000020 	 -0.000880 -0.065758 0.009992 11.420680 
1 0.100000 480.500000 0.009082 0.000020 	 -0.000923 -0.068975 0.010005 11.419535 
1 0.100000 480.600000 0.009139 0.000020 	 -0.000880 -0.065761 0.010019 11.418393 
1 0.100000 480.700000 0.009109 0.000020 	 -0.000923 -0.068971 0.010032 11.417252 
1 0.100000 480.800000 0.009165 0.000020 	 -0.000880 -0.065764 0.010045 11.416115 
1 0.100000 480.900000 0.009136 0.000020 	 -0.000922 -0.068968 0.010058 11.414980 
1 0.100000 481.000000 0.009192 0.000020 	 -0.000879 -0.065767 0.010071 11.413848 
1 0.100000 481.100000 0.009162 0.000020 	 -0.000922 -0.068965 0.010084 11.412718 
1 0.100000 481.200000 0.009218 0.000020 	 -0.000879 -0.065771 0.010097 11.411590 
1 0.100000 481.300000 0.009189 0.000020 	 -0.000922 -0.068962 0.010111 11.410466 
1 0.100000 481.400000 0.009245 0.000021 	 -0.000879 -0.065774 0.010124 11.409343 
1 0.100000 481.500000 0.009216 0.000020 	 -0.000921 -0.068958 0.010137 11.408223 
1 0.100000 481.600000 0.009272 0.000021 	 -0.000879 -0.065777 0.010151 11.407106 
1 0.100000 481.700000 0.009243 0.000021 	 -0.000921 -0.068955 0.010164 11.405991 
1 0.100000 481.800000 0.009299 0.000021 	 -0.000878 -0.065781 0.010177 11.404879 
1 0.100000 481.900000 0.009270 0.000021 	 -0.000920 -0.068952 0.010191 11.403769 
1 0.100000 482.000000 0.009326 0.000021 	 -0.000878 -0.065784 0.010204 11.402662 
1 0.100000 482.100000 0.009298 0.000021 	 -0.000920 -0.068948 0.010218 11.401557 
1 0.100000 482.200000 0.009353 0.000021 	 -0.000878 -0.065787 0.010231 11.400455 
1 0.100000 482.300000 0.009325 0.000021 	 -0.000920 -0.068945 0.010245 11.399355 
1 0.100000 482.400000 0.009381 0.000021 	 -0.000877 -0.065790 0.010258 11.398258 
1 0.100000 482.500000 0.009352 0.000021 	 -0.000919 -0.068942 0.010272 11.397163 
1 0.100000 482.600000 0.009408 0.000021 	 -0.000877 -0.065794 0.010285 11.396071 
1 0.100000 482.700000 0.009380 0.000021 	 -0.000919 -0.068939 0.010299 11.394981 
1 0.100000 482.800000 0.009436 0.000021 	 -0.000877 -0.065797 0.010313 11.393893 
1 0.100000 482.900000 0.009408 0.000021 	 -0.000919 -0.068935 0.010326 11.392808 
1 0.100000 483.000000 0.009463 0.000021 	 -0.000877 -0.065800 0.010340 11.391726 
1 0.100000 483.100000 0.009435 0.000021 	 -0.000918 -0.068932 0.010354 11.390646 
1 0.100000 483.200000 0.009491 0.000021 	 -0.000876 -0.065803 0.010368 11.389568 
1 0.100000 483.300000 0.009463 0.000021 	 -0.000918 -0.068929 0.010381 11.388493 
1 0.100000 483.400000 0.009519 0.000021 	 -0.000876 -0.065807 0.010395 11.387420 
1 0.100000 483.500000 0.009491 0.000021 	 -0.000918 -0.068926 0.010409 11.386349 
1 0.100000 483.600000 0.009547 0.000021 	 -0.000876 -0.065810 0.010423 11.385281 
1 0.100000 483.700000 0.009519 0.000021 	 -0.000917 -0.068922 0.010437 11.384216 
1 0.100000 483.800000 0.009575 0.000022 	 -0.000876 -0.065813 0.010451 11.383153 
1 0.100000 483.900000 0.009548 0.000022 	 -0.000917 -0.068919 0.010465 11.382092 
1 0.100000 484.000000 0.009603 0.000022 	 -0.000876 -0.065816 0.010479 11.381034 
1 0.100000 484.100000 0.009576 0.000022 	 -0.000917 -0.068916 0.010493 11.379978 
1 0.100000 484.200000 0.009631 0.000022 	 -0.000875 -0.065820 0.010507 11.378924 
1 0.100000 484.300000 0.009605 0.000022 	 -0.000916 -0.068913 0.010521 11.377873 
1 0.100000 484.400000 0.009660 0.000022 	 -0.000875 -0.065823 0.010535 11.376824 
1 0.100000 484.500000 0.009633 0.000022 	 -0.000916 -0.068909 0.010549 11.375778 
1 0.100000 484.600000 0.009688 0.000022 	 -0.000875 -0.065826 0.010563 11.374734 
1 0.100000 484.700000 0.009662 0.000022 	 -0.000916 -0.068906 0.010577 11.373692 
1 0.100000 484.800000 0.009717 0.000022 	 -0.000875 -0.065829 0.010592 11.372653 
1 0.100000 484.900000 0.009691 0.000022 	 -0.000915 -0.068903 0.010606 11.371616 
1 0.100000 485.000000 0.009746 0.000022 	 -0.000874 -0.065833 0.010620 11.370582 
1 0.100000 485.100000 0.009719 0.000022 	 -0.000915 -0.068900 0.010635 11.369550 
1 0.100000 485.200000 0.009775 0.000022 	 -0.000874 -0.065836 0.010649 11.368520 
1 0.100000 485.300000 0.009748 0.000022 	 -0.000915 -0.068896 0.010663 11.367492 
1 0.100000 485.400000 0.009804 0.000022 	 -0.000874 -0.065839 0.010678 11.366467 
1 0.100000 485.500000 0.009778 0.000022 	 -0.000914 -0.068893 0.010692 11.365445 
1 0.100000 485.600000 0.009833 0.000022 	 -0.000874 -0.065842 0.010706 11.364424 
1 0.100000 485.700000 0.009807 0.000022 	 -0.000914 -0.068890 0.010721 11.363406 
1 0.100000 485.800000 0.009862 0.000022 	 -0.000874 -0.065846 0.010735 11.362390 
1 0.100000 485.900000 0.009836 0.000022 	 -0.000914 -0.068887 0.010750 11.361377 
1 0.100000 486.000000 0.009891 0.000023 	 -0.000873 -0.065849 0.010765 11.360366 
1 0.100000 486.100000 0.009866 0.000023 	 -0.000914 -0.068883 0.010779 11.359357 
1 0.100000 486.200000 0.009920 0.000023 	 -0.000873 -0.065852 0.010794 11.358350 
1 0.100000 486.300000 0.009895 0.000023 	 -0.000913 -0.068880 0.010808 11.357346 
1 0.100000 486.400000 0.009950 0.000023 	 -0.000873 -0.065855 0.010823 11.356344 
1 0.100000 486.500000 0.009925 0.000023 	 -0.000913 -0.068877 0.010838 11.355345 
1 0.100000 486.600000 0.009980 0.000023 	 -0.000873 -0.065859 0.010853 11.354347 
1 0.100000 486.700000 0.009955 0.000023 	 -0.000913 -0.068874 0.010867 11.353352 
1 0.100000 486.800000 0.010009 0.000023 	 -0.000873 -0.065862 0.010882 11.352360 
1 0.100000 486.900000 0.009984 0.000023 	 -0.000912 -0.068871 0.010897 11.351369 
1 0.100000 487.000000 0.010039 0.000023 	 -0.000873 -0.065865 0.010912 11.350381 
1 0.100000 487.100000 0.010014 0.000023 	 -0.000912 -0.068867 0.010927 11.349395 
1 0.100000 487.200000 0.010069 0.000023 	 -0.000872 -0.065868 0.010942 11.348412 
1 0.100000 487.300000 0.010045 0.000023 	 -0.000912 -0.068864 0.010956 11.347430 
1 0.100000 487.400000 0.010099 0.000023 	 -0.000872 -0.065871 0.010971 11.346451 
1 0.100000 487.500000 0.010075 0.000023 	 -0.000912 -0.068861 0.010986 11.345474 
1 0.100000 487.600000 0.010129 0.000023 	 -0.000872 -0.065875 0.011001 11.344500 
1 0.100000 487.700000 0.010105 0.000023 	 -0.000911 -0.068858 0.011016 11.343527 
1 0.100000 487.800000 0.010160 0.000023 	 -0.000872 -0.065878 0.011032 11.342557 
1 0.100000 487.900000 0.010136 0.000023 	 -0.000911 -0.068854 0.011047 11.341589 
1 0.100000 488.000000 0.010190 0.000024 	 -0.000872 -0.065881 0.011062 11.340624 
1 0.100000 488.100000 0.010166 0.000023 	 -0.000911 -0.068851 0.011077 11.339660 
1 0.100000 488.200000 0.010221 0.000024 	 -0.000872 -0.065884 0.011092 11.338699 
1 0.100000 488.300000 0.010197 0.000024 	 -0.000911 -0.068848 0.011107 11.337740 
1 0.100000 488.400000 0.010251 0.000024 	 -0.000871 -0.065888 0.011123 11.336784 
1 0.100000 488.500000 0.010228 0.000024 	 -0.000910 -0.068845 0.011138 11.335829 
1 0.100000 488.600000 0.010282 0.000024 	 -0.000871 -0.065891 0.011153 11.334877 
1 0.100000 488.700000 0.010258 0.000024 	 -0.000910 -0.068841 0.011169 11.333927 
1 0.100000 488.800000 0.010313 0.000024 	 -0.000871 -0.065894 0.011184 11.332979 
1 0.100000 488.900000 0.010289 0.000024 	 -0.000910 -0.068838 0.011199 11.332033 
1 0.100000 489.000000 0.010344 0.000024 	 -0.000871 -0.065897 0.011215 11.331090 
1 0.100000 489.100000 0.010321 0.000024 	 -0.000910 -0.068835 0.011230 11.330148 
1 0.100000 489.200000 0.010375 0.000024 	 -0.000871 -0.065900 0.011246 11.329209 
1 0.100000 489.300000 0.010352 0.000024 	 -0.000909 -0.068832 0.011261 11.328272 
1 0.100000 489.400000 0.010406 0.000024 	 -0.000871 -0.065904 0.011277 11.327338 
1 0.100000 489.500000 0.010383 0.000024 	 -0.000909 -0.068829 0.011292 11.326405 
1 0.100000 489.600000 0.010438 0.000024 	 -0.000870 -0.065907 0.011308 11.325475 
1 0.100000 489.700000 0.010415 0.000024 	 -0.000909 -0.068825 0.011324 11.324547 
1 0.100000 489.800000 0.010469 0.000024 	 -0.000870 -0.065910 0.011339 11.323621 
1 0.100000 489.900000 0.010446 0.000024 	 -0.000909 -0.068822 0.011355 11.322697 
1 0.100000 490.000000 0.010501 0.000024 	 -0.000870 -0.065913 0.011371 11.321775 
1 0.100000 490.100000 0.010478 0.000024 	 -0.000908 -0.068819 0.011386 11.320855 
1 0.100000 490.200000 0.010532 0.000025 	 -0.000870 -0.065917 0.011402 11.319938 
1 0.100000 490.300000 0.010510 0.000025 	 -0.000908 -0.068816 0.011418 11.319023 
1 0.100000 490.400000 0.010564 0.000025 	 -0.000870 -0.065920 0.011434 11.318110 
1 0.100000 490.500000 0.010542 0.000025 	 -0.000908 -0.068813 0.011450 11.317199 
1 0.100000 490.600000 0.010596 0.000025 	 -0.000870 -0.065923 0.011466 11.316290 
1 0.100000 490.700000 0.010574 0.000025 	 -0.000908 -0.068809 0.011482 11.315383 
1 0.100000 490.800000 0.010628 0.000025 	 -0.000870 -0.065926 0.011497 11.314478 
1 0.100000 490.900000 0.010606 0.000025 	 -0.000908 -0.068806 0.011513 11.313576 
1 0.100000 491.000000 0.010660 0.000025 	 -0.000869 -0.065929 0.011529 11.312676 
1 0.100000 491.100000 0.010638 0.000025 	 -0.000907 -0.068803 0.011546 11.311777 
1 0.100000 491.200000 0.010692 0.000025 	 -0.000869 -0.065933 0.011562 11.310881 
1 0.100000 491.300000 0.010671 0.000025 	 -0.000907 -0.068800 0.011578 11.309987 
1 0.100000 491.400000 0.010725 0.000025 	 -0.000869 -0.065936 0.011594 11.309095 
1 0.100000 491.500000 0.010703 0.000025 	 -0.000907 -0.068796 0.011610 11.308205 
1 0.100000 491.600000 0.010757 0.000025 	 -0.000869 -0.065939 0.011626 11.307318 
1 0.100000 491.700000 0.010736 0.000025 	 -0.000907 -0.068793 0.011642 11.306432 
1 0.100000 491.800000 0.010790 0.000025 	 -0.000869 -0.065942 0.011659 11.305549 
1 0.100000 491.900000 0.010769 0.000025 	 -0.000906 -0.068790 0.011675 11.304667 
1 0.100000 492.000000 0.010822 0.000026 	 -0.000869 -0.065945 0.011691 11.303788 
1 0.100000 492.100000 0.010801 0.000025 	 -0.000906 -0.068787 0.011708 11.302911 
1 0.100000 492.200000 0.010855 0.000026 	 -0.000869 -0.065949 0.011724 11.302035 
1 0.100000 492.300000 0.010834 0.000026 	 -0.000906 -0.068784 0.011740 11.301162 
1 0.100000 492.400000 0.010888 0.000026 	 -0.000869 -0.065952 0.011757 11.300291 
1 0.100000 492.500000 0.010867 0.000026 	 -0.000906 -0.068780 0.011773 11.299422 
1 0.100000 492.600000 0.010921 0.000026 	 -0.000869 -0.065955 0.011790 11.298555 
1 0.100000 492.700000 0.010901 0.000026 	 -0.000906 -0.068777 0.011806 11.297690 
1 0.100000 492.800000 0.010954 0.000026 	 -0.000868 -0.065958 0.011823 11.296827 
1 0.100000 492.900000 0.010934 0.000026 	 -0.000905 -0.068774 0.011839 11.295967 
1 0.100000 493.000000 0.010988 0.000026 	 -0.000868 -0.065962 0.011856 11.295108 
1 0.100000 493.100000 0.010967 0.000026 	 -0.000905 -0.068771 0.011873 11.294251 
1 0.100000 493.200000 0.011021 0.000026 	 -0.000868 -0.065965 0.011889 11.293397 
1 0.100000 493.300000 0.011001 0.000026 	 -0.000905 -0.068768 0.011906 11.292544 
1 0.100000 493.400000 0.011055 0.000026 	 -0.000868 -0.065968 0.011923 11.291693 
1 0.100000 493.500000 0.011035 0.000026 	 -0.000905 -0.068764 0.011939 11.290845 
1 0.100000 493.600000 0.011088 0.000026 	 -0.000868 -0.065971 0.011956 11.289998 
1 0.100000 493.700000 0.011068 0.000026 	 -0.000905 -0.068761 0.011973 11.289154 
1 0.100000 493.800000 0.011122 0.000026 	 -0.000868 -0.065974 0.011990 11.288311 
1 0.100000 493.900000 0.011102 0.000026 	 -0.000904 -0.068758 0.012007 11.287471 
1 0.100000 494.000000 0.011156 0.000027 	 -0.000868 -0.065978 0.012024 11.286632 
1 0.100000 494.100000 0.011136 0.000027 	 -0.000904 -0.068755 0.012041 11.285796 
1 0.100000 494.200000 0.011190 0.000027 	 -0.000868 -0.065981 0.012058 11.284961 
1 0.100000 494.300000 0.011171 0.000027 	 -0.000904 -0.068752 0.012075 11.284129 
1 0.100000 494.400000 0.011224 0.000027 	 -0.000868 -0.065984 0.012092 11.283298 
1 0.100000 494.500000 0.011205 0.000027 	 -0.000904 -0.068748 0.012109 11.282470 
1 0.100000 494.600000 0.011258 0.000027 	 -0.000868 -0.065987 0.012126 11.281644 
